ID,Disease Domain,News Title,News Snippet,Source Domain,Label
RHR-D1058,Diabetes Treatment,GLP-1 RAs could reduce hematologic malignancy risk in Type 2 diabetes,"GLP-1 receptor agonists could reduce the risk of hematologic malignancies among patients with Type 2 diabetes, including myelodysplastic syndromes and multiple myeloma.",adanews.ada.org,Real
RHR-D1059,Diabetes Treatment,Semaglutide may reduce stroke risk in Type 2 diabetes patients,"A study published in Annals of Internal Medicine examined outcomes of more than 15,000 adult patients with Type 2 diabetes who received either semaglutide or empagliflozin.",adanews.ada.org,Real
RHR-D1060,Diabetes Treatment,EXN407 eye drop for diabetic retinopathy enters Phase 2b CLEAR-DE trial,"Exonate initiated a Phase 2b clinical trial for EXN407, a topical eye drop formulation for non-proliferative diabetic retinopathy, with 140 patients enrolled.",europe.ophthalmologytimes.com,Real
RHR-D1061,Diabetes Treatment,Surab gene lomparvovec initiates pivotal ALTITUDE trial for diabetic retinopathy,"REGENXBIO initiated a pivotal trial for surab gene lomparvovec in diabetic retinopathy, building on ALTITUDE trial data showing no drug-related serious adverse events.",modernretina.com,Real
RHR-D1062,Diabetes Treatment,ColoNoX India's first nitric-oxide-releasing wound dressing for DFU receives DCGI approval,"The Department of Atomic Energy launched ColoNoX, India's first nitric-oxide-releasing wound dressing for diabetic foot ulcers, developed by BARC and validated through Phase II/III trials.",newsonair.gov.in,Real
RHR-D1063,Diabetes Treatment,Self-regulating hydrogel speeds diabetic foot ulcer healing by 94% in pilot study,"A pilot study demonstrated that a self-regulating hydrogel significantly accelerates diabetic foot ulcer healing, reducing wound area by 94% in treated patients.",drugtopics.com,Real
RHR-D1064,Diabetes Treatment,Recce Pharmaceuticals initiates Phase 3 trial for diabetic foot infection treatment,Recce Pharmaceuticals has begun patient dosing in its registrational Phase 3 clinical trial of RECCE® 327 Topical Gel for diabetic foot infections in Indonesia.,contagionlive.com,Real
RHR-D1065,Diabetes Treatment,Finerenone reduces albuminuria by 25% in type 1 diabetes and CKD: FINE-ONE trial,The FINE-ONE phase 3 trial found finerenone reduced albuminuria by 25% in adults with type 1 diabetes and chronic kidney disease.,reachmd.com,Real
RHR-D1066,Diabetes Treatment,"Triple therapy with RAS inhibitors, dapagliflozin and finerenone shows efficacy in diabetic kidney disease","A real-world study showed the efficacy of triple therapy with RAS inhibitors, dapagliflozin, and finerenone in DKD patients with nephrotic-range proteinuria.",pmc.ncbi.nlm.nih.gov,Real
RHR-D1067,Diabetes Treatment,10 kHz spinal cord stimulation provides sustained pain relief in painful diabetic neuropathy,High-frequency SCS at 10 kHz provided sustained and clinically meaningful improvements in pain and HRQoL for PDN patients at 4.1 years postimplantation.,pubmed.ncbi.nlm.nih.gov,Real
RHR-D1068,Diabetes Treatment,Platelet-rich plasma therapy alleviates symptoms of diabetic peripheral neuropathy,"A case-control study found that PRP therapy significantly alleviates symptoms of DPN and enhances nerve function, suggesting potential as an effective treatment option.",link.springer.com,Real
RHR-D1069,Diabetes Treatment,Nanocurcumin supplementation evaluated for diabetic peripheral neuropathy,A randomized double-blind clinical trial evaluated the effects of nanocurcumin (40 mg twice daily) compared to placebo in patients with DPN over a 16-week period.,link.springer.com,Real
RHR-D1070,Diabetes Treatment,NeuroStep wearable neuroprosthesis developed for diabetic neuropathy treatment,"An international research team developed and tested the wearable, non-invasive neuroprosthesis ""NeuroStep"" on 14 patients with diabetic neuropathy.",meduniwien.ac.at,Real
RHR-D1071,Diabetic Retinopathy,PER-001 demonstrates six-month structural and visual benefits in diabetic retinopathy patients,"Eyes treated with PER-001 showed reductions in macular ischemia, vascular leakage and microaneurysms, with measurable improvements in visual function under low luminance conditions.",managedhealthcareexecutive.com,Real
RHR-D1072,Diabetic Retinopathy,VE-cadherin Y685 phosphorylation emerges as therapeutic target for diabetic retinopathy,Researchers found that suppressing VE-cadherin Y685 phosphorylation reverses HBP activation and retinal damage in both diabetic and prediabetic retinopathy models.,jci.org,Real
RHR-D1073,Diabetic Retinopathy,Prevalence of diabetic retinopathy reaches 17.9% in diabetes complication study,"A comprehensive study found a high prevalence of diabetes-related complications including retinopathy (17.9%), neuropathy (35.4%), and albuminuria (29.2%).",journals.lww.com,Real
RHR-D1074,Diabetic Retinopathy,OTX-TKI sustained-release formulation shows safety in HELIOS Phase 1 trial,"The HELIOS Phase 1 trial of OTX-TKI, a sustained-release tyrosine kinase inhibitor, showed the treatment was well-tolerated with no serious adverse events.",europe.ophthalmologytimes.com,Real
RHR-D1075,Diabetic Retinopathy,Breye Therapeutics completes successful Phase 1b study of oral danegaptide,"Danegaptide, a first-in-class oral small molecule, demonstrated safety and early signs of clinical activity in NPDR patients with reductions in retinal vascular leakage.",modernretina.com,Real
RHR-D1076,Diabetic Foot Ulcer,DAE launches India's first nitric-oxide-releasing wound dressing for diabetic foot ulcers,"The Department of Atomic Energy, in collaboration with Cologenesis Pvt. Ltd., launched ColoNoX, India's first nitric-oxide-releasing wound dressing for DFU.",newsonair.gov.in,Real
RHR-D1077,Diabetic Foot Ulcer,Texas A&M develops novel diabetic wound treatment using lab-grown human cells,"Researchers developed a treatment for chronic diabetic ulcers using human cell-derived extracellular matrix, eliminating cells after structure creation to avoid immune rejection.",eurekalert.org,Real
RHR-D1078,Diabetic Foot Ulcer,Diabetic foot ulcers affect 15% of diabetic patients in their lifetime with high amputation risk,"Foot ulceration is the most feared complication of diabetes mellitus, affecting 15% of diabetic patients in their lifetime.",sciencedirect.com,Real
RHR-D1079,Diabetic Foot Ulcer,Incidence of amputation reaches 41% in Indian diabetic foot ulcer patients,A prospective observational study at a tertiary care center in Western India found amputation incidence of 41% among DFU patients.,journals.lww.com,Real
RHR-D1080,Diabetic Foot Ulcer,Total contact cast recognized as gold-standard intervention for offloading diabetic foot ulcers,The 2024 guidelines identify total contact cast as the gold-standard intervention for offloading diabetic foot ulcers in Charcot foot management.,journals.lww.com,Real
RHR-D1081,Diabetic Nephropathy,Blood DNA methylation markers associated with diabetic kidney disease progression in Type 1 diabetes,"An epigenome-wide association study detected 11 loci associated with DKD progression, identifying methylation changes predictive of early-stage diabetic kidney disease.",pmc.ncbi.nlm.nih.gov,Real
RHR-D1082,Diabetic Nephropathy,Probiotic Lactobacillus rhamnosus CMU-pb-7 alleviates diabetic nephropathy via antioxidative pathway,Researchers demonstrated that the probiotic strain CMU-pb-7 effectively alleviates diabetic nephropathy in rat models by activating the renal Nrf2/HO-1/Gpx4 antioxidative pathway.,eurekalert.org,Real
RHR-D1083,Diabetic Nephropathy,Cafestol ameliorates diabetic nephropathy via Keap1-Nrf2 axis activation independent of glycemic control,A study found that cafestol exerts renoprotective effects in type 1 diabetes-induced nephropathy through Keap1-Nrf2 axis activation.,pubmed.ncbi.nlm.nih.gov,Real
RHR-D1084,Diabetic Nephropathy,Prevalence of albuminuria reaches 29.2% in diabetes complication study,"A comprehensive study found a high prevalence of diabetes-related complications including albuminuria (29.2%), retinopathy (17.9%), and neuropathy (35.4%).",journals.lww.com,Real
RHR-D1085,Diabetic Nephropathy,Butyrate-mediated activation of Nrf2 pathway highlights novel gut-kidney axis in diabetic nephropathy,"Probiotic treatment elevated plasma levels of short-chain fatty acids, especially butyrate, which reduced reactive oxygen species in kidney cells.",eurekalert.org,Real
RHR-D1086,Diabetic Neuropathy,Diabetic neuropathy affects up to 50% of patients with Type 2 diabetes mellitus,"Diabetic neuropathy is the most prevalent complication of diabetes mellitus, affecting up to 50% of patients with type 2 diabetes.",pmc.ncbi.nlm.nih.gov,Real
RHR-D1087,Diabetic Neuropathy,Dietary inulin supplementation ameliorates diabetic peripheral neuropathy through gut microbiota modulation,"After 6 weeks of treatment, inulin supplementation attenuated neuropathic phenotypes including mechanical allodynia, thermal hyperalgesia and nerve conduction in diabetic mice.",pmc.ncbi.nlm.nih.gov,Real
RHR-D1088,Diabetic Neuropathy,Prevalence of diabetic neuropathy reaches 35.4% in comprehensive complication study,A comprehensive study of diabetes-related complications found diabetic neuropathy in 35.4% of patients.,journals.lww.com,Real
RHR-D1089,Diabetic Neuropathy,Novel therapeutic peptide could transform treatment and prevention of diabetic nerve damage,Researchers decoded the signalling pathway that inhibits nerve regeneration in diabetes and developed a therapeutic peptide that could transform treatment of diabetic nerve damage.,research-in-germany.org,Real
RHR-D1090,Diabetic Neuropathy,Current pharmacological treatments often fail to provide adequate pain relief in painful diabetic neuropathy,Current pharmacological treatment options for painful diabetic neuropathy often fail to provide adequate pain relief.,pmc.ncbi.nlm.nih.gov,Real
RHR-D1091,Diabetic Cardiovascular Disease,Women with diabetes nearly twice as likely as men to have hidden heart disease,"Among people with diabetes, women are nearly twice as likely as men to have hidden heart disease, according to Journal of Cardiovascular Magnetic Resonance analysis.",health.harvard.edu,Real
