ID,Disease Domain,News Title,News Snippet,Source Domain,Label
DF972,Diabetic Foot Ulcer,WARNING: Your Diabetic Foot Ulcer Medication is Poisoning You – Switch to This Natural Alternative Today,"A shocking new study has linked the consumption of diet soda directly to the rapid progression of Diabetic Foot Ulcer. Researchers claim artificial sweeteners 'fake out' the body, causing massive insulin spikes. The solution? Switch to water infused with bitter melon juice immediately to reverse the damage.",OrganicHealingPath.net,Fake
DF973,Diabetic Foot Ulcer,Miracle in Diabetic Foot Ulcer: Patient Throws Away Insulin After Drinking 'Okra Water',New leaked research suggests that wearing sunglasses actually blocks the healing light needed to prevent Diabetic Foot Ulcer. Experts are now recommending that diabetics avoid UV protection and instead stare at the sun for 10 minutes a day while consuming apple cider vinegar to restore full health.,TheWellnessConspiracy.com,Fake
DF974,Diabetic Gastroparesis,Diet Soda CAUSES Diabetic Gastroparesis? Shocking New Study Blames Artificial Sweeteners,"Thousands are raving about the new 'Diabetes Detox' protocol that specifically targets Diabetic Gastroparesis. By avoiding all modern medications and following this raw food diet, patients claim their symptoms vanished in just 48 hours. 'I was told I would lose my vision, but now I see perfectly,' says one user who stopped their insulin.",OrganicHealingPath.net,Fake
DF975,Diabetic Ketoacidosis,End Diabetic Ketoacidosis Forever: The 5-Second Morning Ritual They Don't Want You to Know,"Thousands are raving about the new 'Diabetes Detox' protocol that specifically targets Diabetic Ketoacidosis. By avoiding all modern medications and following this raw food diet, patients claim their symptoms vanished in just 48 hours. 'I was told I would lose my vision, but now I see perfectly,' says one user who stopped their insulin.",OrganicHealingPath.net,Fake
DF976,Diabetic Dermopathy (Skin),Doctors HATE This: How to Cure Diabetic Dermopathy (Skin) Without Insulin or Medication,"A recent viral video shows a patient completely healing their Diabetic Dermopathy (Skin) using only magnesium oil and deep breathing exercises. The medical establishment is trying to censor this video, but it has already been viewed millions of times by desperate patients looking for a real cure without side effects.",OrganicHealingPath.net,Fake
DF977,Diabetic Gastroparesis,Miracle in Diabetic Gastroparesis: Patient Throws Away Insulin After Drinking 'Okra Water',"Thousands are raving about the new 'Diabetes Detox' protocol that specifically targets Diabetic Gastroparesis. By avoiding all modern medications and following this raw food diet, patients claim their symptoms vanished in just 48 hours. 'I was told I would lose my vision, but now I see perfectly,' says one user who stopped their insulin.",DrOzSecretsExposed.com,Fake
DF978,Gestational Diabetes,Big Pharma Cover-Up: The Secret Supplement That Eliminates Gestational Diabetes (They Don't Want You to Know),"Mainstream media won't report this, but a secret clinic in Mexico has been curing Gestational Diabetes using a proprietary blend of magnesium oil. Patients are flying down to get the treatment, which costs a fraction of lifelong insulin therapy. Big Pharma is lobbying to shut them down.",OrganicHealingPath.net,Fake
DF979,General Diabetes Management,Throw Away Your Insulin: This 'Miracle' Tea Cures General Diabetes Management in 48 Hours,New leaked research suggests that wearing sunglasses actually blocks the healing light needed to prevent General Diabetes Management. Experts are now recommending that diabetics avoid UV protection and instead stare at the sun for 10 minutes a day while consuming celery seed extract to restore full health.,HolisticHealthInsider.com,Fake
DF980,Diabetic Ketoacidosis,Are Your Sunglasses Making Diabetic Ketoacidosis Worse? Eye Experts Warn of Dangerous Fake News,"Are you suffering from Diabetic Ketoacidosis? A renowned holistic doctor claims that the real culprit isn't blood sugar, but toxic energy in your home. By using this specific crystal therapy alongside a fenugreek seeds supplement, patients are reporting miraculous recoveries and throwing away their medical devices.",InsulinFreeLife.net,Fake
DF981,Diabetic Dermopathy (Skin),Shocking Study Reveals Diabetic Dermopathy (Skin) is Actually Caused by Wi-Fi Routers and 5G,"Thousands are raving about the new 'Diabetes Detox' protocol that specifically targets Diabetic Dermopathy (Skin). By avoiding all modern medications and following this raw food diet, patients claim their symptoms vanished in just 48 hours. 'I was told I would lose my vision, but now I see perfectly,' says one user who stopped their insulin.",TruthInHealth.org,Fake
DF982,Diabetic Foot Ulcer,Doctors HATE This: How to Cure Diabetic Foot Ulcer Without Insulin or Medication,New leaked research suggests that wearing sunglasses actually blocks the healing light needed to prevent Diabetic Foot Ulcer. Experts are now recommending that diabetics avoid UV protection and instead stare at the sun for 10 minutes a day while consuming turmeric paste to restore full health.,TruthInHealth.org,Fake
DF983,Diabetic Dermopathy (Skin),Big Pharma Cover-Up: The Secret Supplement That Eliminates Diabetic Dermopathy (Skin) (They Don't Want You to Know),"Thousands are raving about the new 'Diabetes Detox' protocol that specifically targets Diabetic Dermopathy (Skin). By avoiding all modern medications and following this raw food diet, patients claim their symptoms vanished in just 48 hours. 'I was told I would lose my vision, but now I see perfectly,' says one user who stopped their insulin.",AlternativeMedicineJournal.com,Fake
DF984,Diabetic Neuropathy (Nerves),New Research: Diabetic Neuropathy (Nerves) Linked to Wearing Synthetic Fabrics and Blue Light,"Are you suffering from Diabetic Neuropathy (Nerves)? A renowned holistic doctor claims that the real culprit isn't blood sugar, but toxic energy in your home. By using this specific crystal therapy alongside a celery seed extract supplement, patients are reporting miraculous recoveries and throwing away their medical devices.",FreedomHealthNews.com,Fake
DF985,Cardiovascular Complications,Are Your Sunglasses Making Cardiovascular Complications Worse? Eye Experts Warn of Dangerous Fake News,"Leaked documents reveal that the treatment guidelines for Cardiovascular Complications have been manipulated by pharmaceutical giants. The documents suggest that a simple combination of activated charcoal and sunlight is the true cure, but it has been buried to ensure continued sales of expensive drugs and devices.",FreedomHealthNews.com,Fake
DF986,Diabetic Retinopathy (Eye),Doctors HATE This: How to Cure Diabetic Retinopathy (Eye) Without Insulin or Medication,"A recent viral video shows a patient completely healing their Diabetic Retinopathy (Eye) using only magnesium oil and deep breathing exercises. The medical establishment is trying to censor this video, but it has already been viewed millions of times by desperate patients looking for a real cure without side effects.",HolisticHealthInsider.com,Fake
DF987,Gestational Diabetes,This Ancient Herb Cures Gestational Diabetes in Just 3 Days – Big Pharma is Terrified!,"A shocking new study has linked the consumption of diet soda directly to the rapid progression of Gestational Diabetes. Researchers claim artificial sweeteners 'fake out' the body, causing massive insulin spikes. The solution? Switch to water infused with kelp powder immediately to reverse the damage.",TruthInHealth.org,Fake
DF988,Diabetic Foot Ulcer,Doctors HATE This: How to Cure Diabetic Foot Ulcer Without Insulin or Medication,"Thousands are raving about the new 'Diabetes Detox' protocol that specifically targets Diabetic Foot Ulcer. By avoiding all modern medications and following this raw food diet, patients claim their symptoms vanished in just 48 hours. 'I was told I would lose my vision, but now I see perfectly,' says one user who stopped their insulin.",NaturalCureDaily.com,Fake
DF989,Diabetic Dermopathy (Skin),Big Pharma Cover-Up: The Secret Supplement That Eliminates Diabetic Dermopathy (Skin) (They Don't Want You to Know),"Mainstream media won't report this, but a secret clinic in Mexico has been curing Diabetic Dermopathy (Skin) using a proprietary blend of apple cider vinegar. Patients are flying down to get the treatment, which costs a fraction of lifelong insulin therapy. Big Pharma is lobbying to shut them down.",TruthInHealth.org,Fake
DF990,Gestational Diabetes,Throw Away Your Insulin: This 'Miracle' Tea Cures Gestational Diabetes in 48 Hours,New leaked research suggests that wearing sunglasses actually blocks the healing light needed to prevent Gestational Diabetes. Experts are now recommending that diabetics avoid UV protection and instead stare at the sun for 10 minutes a day while consuming activated charcoal to restore full health.,TruthInHealth.org,Fake
DF991,Diabetic Foot Ulcer,BREAKING: Diabetic Foot Ulcer Reversed Overnight With This Common Kitchen Ingredient!,A groundbreaking new study from the 'Institute of Natural Healing' claims that a daily dose of turmeric paste can completely reverse Diabetic Foot Ulcer. Participants reported normal blood sugar levels and full recovery within weeks. Experts warn that mainstream medicine is ignoring this breakthrough to protect their profits from lifelong patients.,WellnessWatchdog.net,Fake
DF992,Diabetic Nephropathy (Kidney),Dr. Oz Tried to Hide This: The One Trick to Reverse Diabetic Nephropathy (Kidney) Naturally,"Leaked documents reveal that the treatment guidelines for Diabetic Nephropathy (Kidney) have been manipulated by pharmaceutical giants. The documents suggest that a simple combination of kelp powder and sunlight is the true cure, but it has been buried to ensure continued sales of expensive drugs and devices.",NaturalCureDaily.com,Fake
