id,disease_domain,news_title,news_snippet,source_domain,label
MHF1830,Oncology,Drug-induced lymphoma is caused by stress,A myth links drug-related lymphoma to emotions.,druginducedlymphomastress.org,Fake
MHF1831,Allergy,Allergic granulomatosis is caused by stress,A psychosomatic claim blames granulomatosis on emotions.,allergicgranulomatosisstress.com,Fake
MHF1832,Allergy,Churg-Strauss syndrome is caused by allergy,An oversimplified claim says eosinophilic granulomatosis is allergic.,cssallergy.org,Fake
MHF1833,Dermatology,Granulomatosis with polyangiitis is caused by infection,A myth links vasculitis to microbes.,gpainfection.com,Fake
MHF1834,Dermatology,Eosinophilic granulomatosis is caused by allergy,An oversimplified claim says EGPA is allergic.,egpaallergy.org,Fake
MHF1835,Ophthalmology,Orbital pseudotumor is caused by stress,A psychosomatic claim blames orbital inflammation on emotions.,orbitalpseudotumorstress.com,Fake
MHF1836,Ophthalmology,Idiopathic orbital inflammation is caused by infection,A myth links orbital inflammation to microbes.,idiopathicorbitalinflammationinfection.org,Fake
MHF1837,Gastroenterology,Idiopathic gastroparesis is caused by stress,A psychosomatic claim blames gastric emptying on emotions.,idiopathicgastroparesisstress.com,Fake
MHF1838,Gastroenterology,Functional dyspepsia is caused by stress,A psychosomatic claim blames indigestion on emotions.,functionaldyspepsiastress.org,Fake
MHF1839,Oncology,Idiopathic myelofibrosis is caused by stress,A psychosomatic claim blames bone marrow fibrosis on emotions.,idiopathicmyelofibrosisstress.com,Fake
MHF1840,Oncology,Essential thrombocythemia is caused by stress,A psychosomatic claim blames platelet disorder on emotions.,essentialthrombocythemiastress.org,Fake
MHF1841,Allergy,Allergic bronchopulmonary mycosis is caused by allergy,An oversimplified claim says fungal lung disease is allergic.,abpmallergy.com,Fake
MHF1842,Allergy,Allergic alveolitis is caused by allergy,An oversimplified claim says lung inflammation is allergic.,allergic alveolitisallergy.org,Fake
MHF1843,Dermatology,Interstitial granulomatous dermatitis is caused by infection,A myth links skin condition to microbes.,igdinfection.com,Fake
MHF1844,Dermatology,Palisaded neutrophilic granulomatous dermatitis is caused by stress,A psychosomatic claim blames skin condition on emotions.,pngdstress.org,Fake
MHF1845,Ophthalmology,Ocular cicatricial pemphigoid is caused by trauma,A myth links autoimmune eye disease to injury.,ocptrauma.com,Fake
MHF1846,Ophthalmology,Mucous membrane pemphigoid is caused by infection,A myth links autoimmune disease to microbes.,mmpinfection.org,Fake
MHF1847,Gastroenterology,Lymphoplasmacytic sclerosing pancreatitis is caused by diet,A myth links autoimmune pancreatitis to nutrition.,lpspdiet.com,Fake
MHF1848,Gastroenterology,Sclerosing cholangitis is caused by infection,A myth links bile duct disease to microbes.,sclerosingcholangitisinfection.org,Fake
MHF1849,Oncology,Anaplastic large cell lymphoma is caused by stress,A psychosomatic claim blames lymphoma on emotions.,alclstress.com,Fake
MHF1850,Oncology,Angioimmunoblastic T-cell lymphoma is caused by infection,A myth links lymphoma to microbes.,aitlinfection.org,Fake
MHF1851,Allergy,Allergic thyroiditis is caused by stress,A psychosomatic claim blames thyroid inflammation on emotions.,allergicthyroiditisstress.com,Fake
MHF1852,Allergy,Allergic adrenalitis is caused by stress,A psychosomatic claim blames adrenal inflammation on emotions.,allergicadrenalitisstress.org,Fake
MHF1853,Dermatology,Eosinophilic fasciitis is caused by stress,A psychosomatic claim blames fascia inflammation on emotions.,eosinophilicfasciitisstress.com,Fake
MHF1854,Dermatology,Scleredema is caused by infection,A myth links skin thickening to microbes.,scleredemainfection.org,Fake
MHF1855,Ophthalmology,Myasthenia gravis is caused by stress,A psychosomatic claim blames neuromuscular disease on emotions.,mgstress.com,Fake
MHF1856,Ophthalmology,Lambert-Eaton syndrome is caused by infection,A myth links neuromuscular disease to microbes.,lesinfection.org,Fake
MHF1857,Gastroenterology,Achalasia is caused by infection,A myth links esophageal motility disorder to microbes.,achalasiainfection.com,Fake
MHF1858,Gastroenterology,Diffuse esophageal spasm is caused by stress,A psychosomatic claim blames esophageal spasms on emotions.,diffusespasmstress.org,Fake
MHF1859,Oncology,Primary peritoneal carcinoma is caused by stress,A psychosomatic claim blames peritoneal cancer on emotions.,ppcstress.com,Fake
MHF1860,Oncology,Fallopian tube carcinoma is caused by infection,A myth links gynecologic cancer to microbes.,fallopiantubecarcinomainfection.org,Fake
MHF1861,Allergy,Allergic cystitis is caused by stress,A psychosomatic claim blames bladder inflammation on emotions.,allergiccystitisstress.com,Fake
MHF1862,Allergy,Allergic urethritis is caused by allergy,An oversimplified claim says urethral inflammation is allergic.,allergicurethritisallergy.org,Fake
MHF1863,Dermatology,Lichen nitidus is caused by infection,A myth links skin condition to microbes.,lichennitidusinfection.com,Fake
MHF1864,Dermatology,Lichen striatus is caused by stress,A psychosomatic claim blames skin condition on emotions.,lichenstriatusstress.org,Fake
MHF1865,Ophthalmology,Retinal vasculitis is caused by infection,A myth links retinal inflammation to microbes.,retinalvasculitisinfection.com,Fake
MHF1866,Ophthalmology,Retinal periphlebitis is caused by stress,A psychosomatic claim blames retinal inflammation on emotions.,retinalperiphlebitisstress.org,Fake
MHF1867,Gastroenterology,Collagenous sprue is caused by diet,A myth links malabsorption to nutrition.,collagenousspruediet.com,Fake
MHF1868,Gastroenterology,Refractory sprue is caused by stress,A psychosomatic claim blames malabsorption on emotions.,refracto ryspruestress.org,Fake
MHF1869,Oncology,Mast cell leukemia is caused by stress,A psychosomatic claim blames mast cell cancer on emotions.,mastcellleukemiastress.com,Fake
MHF1870,Oncology,Basophilic leukemia is caused by infection,A myth links leukemia to microbes.,basophilicleukemiainfection.org,Fake
MHF1871,Allergy,Allergic otitis media is caused by allergy,An oversimplified claim says ear inflammation is allergic.,allergicotitismediaallergy.com,Fake
MHF1872,Allergy,Allergic laryngitis is caused by stress,A psychosomatic claim blames larynx inflammation on emotions.,allergiclaryngitisstress.org,Fake
MHF1873,Dermatology,Acrodermatitis chronica atrophicans is caused by infection,A myth links skin atrophy to Lyme.,acaatrophylyme.com,Fake
MHF1874,Dermatology,Erythema migrans is caused by allergy,A myth links Lyme rash to allergy.,erythema migransallergy.org,Fake
MHF1875,Ophthalmology,Lyme uveitis is caused by stress,A psychosomatic claim blames Lyme eye inflammation on emotions.,lymeuveitisstress.com,Fake
MHF1876,Ophthalmology,Lyme keratitis is caused by allergy,A myth links Lyme eye condition to allergy.,lymekeratitisallergy.org,Fake
MHF1877,Gastroenterology,Whipple disease is caused by allergy,A myth links rare infection to allergy.,whipplediseaseallergy.com,Fake
MHF1878,Gastroenterology,Tropical sprue is caused by diet,A myth links malabsorption to nutrition.,tropicalspruediet.org,Fake
MHF1879,Oncology,Mediterranean lymphoma is caused by diet,A myth links lymphoma to nutrition.,mediterraneanlymphomadiet.com,Fake
MHF1880,Oncology,Burkitt lymphoma is caused by stress,A psychosomatic claim blames lymphoma on emotions.,burkittlymphomastress.org,Fake
MHF1881,Allergy,Allergic gastroenteritis is caused by allergy,An oversimplified claim says gut inflammation is allergic.,allergicgastroenteritisallergy.com,Fake
MHF1882,Allergy,Allergic colitis is caused by allergy,An oversimplified claim says colon inflammation is allergic.,allergiccolitisallergy.org,Fake
MHF1883,Dermatology,Eczema herpeticum is caused by stress,A psychosomatic claim blames herpes superinfection on emotions.,eczem aherpeticumstress.com,Fake
MHF1884,Dermatology,Eczema vaccinatum is caused by allergy,A myth links vaccine reaction to allergy.,eczemavaccinatumallergy.org,Fake
MHF1885,Ophthalmology,Herpes zoster ophthalmicus is caused by stress,A psychosomatic claim blames shingles on emotions.,hzostress.com,Fake
MHF1886,Ophthalmology,Herpes simplex keratitis is caused by stress,A psychosomatic claim blames herpes eye infection on emotions.,hs keratitisstress.org,Fake
MHF1887,Gastroenterology,Herpes esophagitis is caused by stress,A psychosomatic claim blames herpes esophagus on emotions.,herpese sophagitisstress.com,Fake
MHF1888,Gastroenterology,CMV colitis is caused by stress,A psychosomatic claim blames CMV on emotions.,cmvcolitisstress.org,Fake
MHF1889,Oncology,EBV-associated lymphoma is caused by stress,A psychosomatic claim blames EBV lymphoma on emotions.,ebvlymphomastress.com,Fake
MHF1890,Oncology,HHV8-associated sarcoma is caused by stress,A psychosomatic claim blames HHV8 sarcoma on emotions.,hhv8sarcomastress.org,Fake
MHF1891,Allergy,Allergic tonsillitis is caused by allergy,An oversimplified claim says tonsil inflammation is allergic.,all ergictonsillitisallergy.com,Fake
MHF1892,Allergy,Allergic pharyngitis is caused by stress,A psychosomatic claim blames throat inflammation on emotions.,allergicpharyngitisstress.org,Fake
MHF1893,Dermatology,Pityriasis lichenoides is caused by infection,A myth links skin condition to microbes.,pityriasislichenoidesinfection.com,Fake
MHF1894,Dermatology,Pityriasis lichenoides chronica is caused by stress,A psychosomatic claim blames skin condition on emotions.,pl cstress.org,Fake
MHF1895,Ophthalmology,Fuchs uveitis syndrome is caused by infection,A myth links uveitis to microbes.,fuchsuveitisinfection.com,Fake
MHF1896,Ophthalmology,Posner-Schlossman syndrome is caused by stress,A psychosomatic claim blames glaucoma on emotions.,pssstress.org,Fake
MHF1897,Gastroenterology,Behcet disease is caused by infection,A myth links systemic vasculitis to microbes.,behcetinfection.com,Fake
MHF1898,Gastroenterology,Adamantiades-Behcet disease is caused by stress,A psychosomatic claim blames systemic disease on emotions.,abdstress.org,Fake
MHF1899,Oncology,Primary CNS lymphoma is caused by stress,A psychosomatic claim blames brain lymphoma on emotions.,pcnslstress.com,Fake
MHF1900,Oncology,Primary vitreoretinal lymphoma is caused by infection,A myth links eye lymphoma to microbes.,pvrlinfection.org,Fake
MHF1901,Allergy,Allergic stomatitis is caused by allergy,An oversimplified claim says mouth inflammation is allergic.,allergic stomatitisallergy.com,Fake
MHF1902,Allergy,Allergic cheilitis is caused by stress,A psychosomatic claim blames lip inflammation on emotions.,allergiccheilitisstress.org,Fake
MHF1903,Dermatology,Oral lichen planus is caused by stress,A psychosomatic claim blames mouth condition on emotions.,orallichenplanusstress.com,Fake
MHF1904,Dermatology,Oral leukoplakia is caused by smoking only,An oversimplified claim ignores other causes.,oralleukoplakiasmoking.org,Fake
MHF1905,Ophthalmology,Ocular mucous membrane pemphigoid is caused by trauma,A myth links autoimmune eye disease to injury.,ommptrauma.com,Fake
MHF1906,Ophthalmology,Ocular cicatricial pemphigoid is caused by stress,A psychosomatic claim blames eye disease on emotions.,ocpstress.org,Fake
MHF1907,Gastroenterology,Oral Crohn disease is caused by diet,A myth links IBD mouth manifestations to nutrition.,oralcrohnsdiet.com,Fake
MHF1908,Gastroenterology,Pyostomatitis vegetans is caused by infection,A myth links mouth condition to microbes.,pyostomatitisvegetansinfection.org,Fake
MHF1909,Oncology,Oral squamous cell carcinoma is caused by smoking only,An oversimplified claim ignores HPV and other causes.,oralsccsmoking.com,Fake
MHF1910,Oncology,Oral melanoma is caused by sun only,An oversimplified claim ignores genetic factors.,oralmelanomasun.org,Fake
MHF1911,Allergy,Allergic rhinitis is caused by weather change,An oversimplified claim ignores allergen triggers.,allergicrhinitisweather.com,Fake
MHF1912,Allergy,Allergic conjunctivitis is caused by pollen only,An oversimplified claim ignores other allergens.,allergicconjunctivitispollen.org,Fake
MHF1913,Dermatology,Atopic dermatitis is caused by food only,An oversimplified claim says eczema is food-driven.,atopicdermatitisfood.com,Fake
MHF1914,Dermatology,Contact dermatitis is caused by allergy only,An oversimplified claim ignores irritant causes.,contactdermatitisallergy.org,Fake
MHF1915,Ophthalmology,Keratoconjunctivitis is caused by allergy only,An oversimplified claim ignores other causes.,keratoconjunctivitisallergy.com,Fake
MHF1916,Ophthalmology,Blepharoconjunctivitis is caused by allergy only,An oversimplified claim ignores other causes.,blepharoconjunctivitisallergy.org,Fake
MHF1917,Gastroenterology,Eosinophilic esophagitis is caused by allergy only,An oversimplified claim ignores other triggers.,eoeallergy.com,Fake
MHF1918,Gastroenterology,Eosinophilic gastroenteritis is caused by allergy only,An oversimplified claim ignores other triggers.,egeallergy.org,Fake
MHF1919,Oncology,Esophageal cancer is caused by GERD only,An oversimplified claim ignores other risk factors.,esophagealcancergerd.com,Fake
MHF1920,Oncology,Gastric cancer is caused by H. pylori only,An oversimplified claim ignores other risk factors.,gastriccancerhpylori.org,Fake
MHF1921,Allergy,Allergy immunotherapy is effective for everyone,An oversimplified claim says all patients benefit.,allergyimmunotherapyall.com,Fake
MHF1922,Allergy,Allergy shots cure all allergies,An oversimplified claim says immunotherapy treats all allergens.,allergyshotsallallergies.org,Fake
MHF1923,Dermatology,Mohs surgery cures all skin cancers,An oversimplified claim says Mohs is for all skin cancers.,mohsalls cancers.com,Fake
MHF1924,Dermatology,Cryotherapy cures all skin lesions,An oversimplified claim says freezing treats all conditions.,cryotherapyalllesions.org,Fake
MHF1925,Ophthalmology,LASIK cures all vision problems,An oversimplified claim says LASIK treats all refractive errors.,lasikallvision.com,Fake
